

			DELHI AIRPORT : 30 m Base line


Time	RVR	 MOR	RVR	MOR	BLM	Trf	 Ref(v)	PD(v)
04:46:08	2000	3000	3333	9955	1723	0.99100	3.76465	2.50779		
04:46:18	2000	3000	3333	9955	1723	0.99100	3.76481	2.50028		
04:46:28	2000	3000	3333	9955	1724	0.99100	3.76345	2.50423		
04:46:38	2000	3000	3333	9955	1725	0.99100	3.76490	2.50932		
04:46:48	2000	3000	3333	9955	1725	0.99100	3.76332	2.51558		
04:46:58	2000	3000	3333	9955	1726	0.99100	3.76447	2.52395		
04:47:08	2000	3000	3333	9955	1727	0.99100	3.76391	2.51134		
04:47:18	2000	3000	3333	9955	1728	0.99100	3.76400	2.51732		
04:47:28	2000	3000	3333	9955	1729	0.99100	3.76360	2.50776		
04:47:38	2000	3000	3333	9955	1730	0.99100	3.76421	2.51457		
04:47:48	2000	3000	3333	9955	1732	0.99100	3.76198	2.49998		
04:47:58	2000	3000	3333	9955	1733	0.99100	3.76305	2.50285		
04:48:08	2000	3000	3333	9955	1734	0.99100	3.76185	2.51240		
04:48:18	2000	3000	3333	9955	1734	0.99100	3.76278	2.51109		
04:48:28	2000	3000	3333	9955	1735	0.99100	3.76200	2.52256		
04:48:38	2000	3000	3333	9955	1736	0.99100	3.76172	2.52037		
04:48:48	2000	3000	3333	9955	1737	0.99100	3.76262	2.52417		
04:48:58	2000	3000	3333	9955	1738	0.99100	3.76244	2.52560		
04:49:08	2000	3000	3333	9955	1739	0.99100	3.76250	2.51971		
04:49:18	2000	3000	3333	9955	1740	0.99100	3.76187	2.51413		
04:49:28	2000	3000	3333	9955	1741	0.99100	3.76185	2.49632		
04:49:38	2000	3000	3333	9955	1742	0.99100	3.76248	2.52281		
04:49:48	2000	3000	3333	9955	1742	0.99100	3.76185	2.52445		
04:49:58	2000	3000	3333	9955	1743	0.99100	3.76307	2.53259		
04:50:08	2000	3000	3333	9955	1744	0.99100	3.76171	2.53424		
04:50:18	2000	3000	3333	9955	1745	0.99100	3.76297	2.54108		
04:50:28	2000	3000	3333	9955	1746	0.99100	3.76219	2.54722		
04:50:38	2000	3000	3333	9955	1747	0.99100	3.76224	2.54769		
04:50:48	2000	3000	3333	9955	1749	0.99100	3.76299	2.54581		
04:50:58	2000	3000	3333	9955	1749	0.99100	3.76253	2.54565		
04:51:08	2000	3000	3333	9955	1750	0.99100	3.76189	2.54458		
04:51:18	2000	3000	3333	9955	1751	0.99100	3.76318	2.53145		
04:51:28	2000	3000	3333	9955	1751	0.99100	3.76238	2.53796		
04:51:38	2000	3000	3333	9955	1752	0.99100	3.76338	2.54803		
04:51:48	2000	3000	3333	9955	1752	0.99100	3.76325	2.54393		
04:51:58	2000	3000	3333	9955	1752	0.99100	3.76242	2.54264		
04:52:08	2000	3000	3333	9955	1753	0.99100	3.76299	2.54091		
04:52:18	2000	3000	3333	9955	1753	0.99100	3.76292	2.54428		
04:52:28	2000	3000	3333	9955	1753	0.99100	3.76286	2.54160		
04:52:38	2000	3000	3333	9955	1753	0.99100	3.76275	2.54188		
04:52:48	2000	3000	3333	9955	1754	0.99100	3.76239	2.53354		
04:52:58	2000	3000	3333	9955	1754	0.99100	3.76184	2.53253		
04:53:08	2000	3000	3333	9955	1754	0.99100	3.76095	2.52822		
04:53:18	2000	3000	3333	9955	1754	0.99100	3.76080	2.52572		
04:53:28	2000	3000	3333	9955	1754	0.99100	3.76116	2.52624		
04:53:38	2000	3000	3333	9955	1755	0.99100	3.76085	2.52742		
04:53:48	2000	3000	3333	9955	1755	0.99100	3.76072	2.51730		
04:53:58	2000	3000	3333	9955	1755	0.99100	3.76114	2.50561		
04:54:08	2000	3000	3333	9955	1756	0.99100	3.76182	2.50186		
04:54:18	2000	3000	3333	9955	1756	0.99100	3.76110	2.50466		
04:54:28	2000	3000	3333	9955	1757	0.99100	3.76187	2.50874		
04:54:38	2000	3000	3333	9955	1757	0.99100	3.76204	2.50486		
04:54:48	2000	3000	3333	9955	1757	0.99100	3.76118	2.50698		
04:54:58	2000	3000	3333	9955	1757	0.99100	3.76095	2.50250		
04:55:08	2000	3000	3333	9955	1758	0.99100	3.76130	2.50167		
04:55:18	2000	3000	3333	9955	1758	0.99100	3.76224	2.50024		
04:55:28	2000	3000	3333	9955	1759	0.99100	3.76123	2.49933		
04:55:38	2000	3000	3333	9955	1759	0.99100	3.76163	2.48895		
04:55:48	2000	3000	3333	9955	1759	0.99100	3.76158	2.49797		
04:55:58	2000	3000	3333	9955	1758	0.99100	3.76131	2.50898		
04:56:08	2000	3000	3333	9955	1758	0.99100	3.76090	2.50493		
04:56:18	2000	3000	3333	9955	1758	0.99100	3.76174	2.50782		
04:56:28	2000	3000	3333	9955	1758	0.99100	3.76166	2.48325		
04:56:38	2000	3000	3333	9955	1758	0.99100	3.76192	2.50595		
04:56:48	2000	3000	3333	9955	1758	0.99100	3.76097	2.49844		
04:56:58	2000	3000	3333	9955	1757	0.99100	3.76174	2.49534		
04:57:08	2000	3000	3333	9955	1757	0.99100	3.76166	2.51621		
04:57:18	2000	3000	3333	9955	1757	0.99100	3.76151	2.52351		
04:57:28	2000	3000	3333	9955	1757	0.99100	3.76125	2.52791		
04:57:38	2000	3000	3333	9955	1758	0.99100	3.76122	2.53406		
04:57:48	2000	3000	3333	9955	1758	0.99100	3.76157	2.50830		
04:57:58	2000	3000	3333	9955	1762	0.99100	3.76078	2.52789		
04:58:08	2000	3000	3333	9955	1759	0.99100	3.76140	2.51194		
04:58:18	2000	3000	3333	9955	1759	0.99100	3.76061	2.51381		
04:58:28	2000	3000	3333	9955	1759	0.99100	3.76190	2.50484		
04:58:38	2000	3000	3333	9955	1759	0.99100	3.76158	2.50748		
04:58:48	2000	3000	3333	9955	1759	0.99100	3.76098	2.51024		
04:58:58	2000	3000	3333	9955	1760	0.99100	3.76100	2.50415		
04:59:08	2000	3000	3333	9955	1761	0.99100	3.76184	2.51291		
04:59:18	2000	3000	3333	9955	1761	0.99100	3.76202	2.51611		
04:59:28	2000	3000	3333	9955	1761	0.99100	3.75966	2.50885		
04:59:38	2000	3000	3333	9955	1762	0.99100	3.76011	2.52896		
04:59:48	2000	3000	3333	9955	1762	0.99100	3.75930	2.51664		
04:59:58	2000	3000	3333	9955	1763	0.99100	3.75988	2.51010		
05:00:08	2000	3000	3333	9955	1763	0.99100	3.76034	2.52386		
05:00:18	2000	3000	3333	9955	1764	0.99100	3.75991	2.52334		
05:00:28	2000	3000	3333	9955	1764	0.99100	3.75971	2.51031		
05:00:38	2000	3000	3333	9955	1765	0.99100	3.76046	2.50669		
05:00:48	2000	3000	3333	9955	1765	0.99100	3.76049	2.51428		
05:00:58	2000	3000	3333	9955	1765	0.99100	3.75999	2.50772		
05:01:08	2000	3000	3333	9955	1766	0.99100	3.75930	2.50082		
05:01:18	2000	3000	3333	9955	1766	0.99100	3.75927	2.50767		
05:01:28	2000	3000	3333	9955	1767	0.99100	3.75940	2.50908		
05:01:38	2000	3000	3333	9955	1768	0.99100	3.75928	2.51269		
05:01:48	2000	3000	3333	9955	1768	0.99100	3.75984	2.50824		
05:01:58	2000	3000	3333	9955	1769	0.99100	3.75887	2.50154		
05:02:08	2000	3000	3333	9955	1770	0.99100	3.75972	2.49877		
05:02:18	2000	3000	3333	9955	1770	0.99100	3.76036	2.49700		
05:02:28	2000	3000	3333	9955	1771	0.99100	3.75928	2.49468		
05:02:38	2000	3000	3333	9955	1771	0.99100	3.75821	2.49468		
05:02:48	2000	3000	3333	9955	1771	0.99100	3.75755	2.49787		
05:02:58	2000	3000	3333	9955	1771	0.99100	3.75890	2.49863		
05:03:08	2000	3000	3333	9955	1772	0.99100	3.75846	2.49945		
05:03:18	2000	3000	3333	9955	1772	0.99100	3.75757	2.50368		
05:03:28	2000	3000	3333	9955	1772	0.99100	3.75826	2.49344		
05:03:38	2000	3000	3333	9955	1772	0.99100	3.75853	2.49700		
05:03:48	2000	3000	3333	9955	1773	0.99100	3.75788	2.49811		
05:03:58	2000	3000	3333	9955	1773	0.99100	3.75808	2.48299		
05:04:08	2000	3000	3333	9955	1773	0.99100	3.75852	2.49138		
05:04:18	2000	3000	3333	9955	1773	0.99100	3.75793	2.49446		
05:04:28	2000	3000	3333	9955	1773	0.99100	3.75802	2.50074		
05:04:38	2000	3000	3333	9955	1774	0.99100	3.75871	2.50728		
05:04:48	2000	3000	3333	9955	1774	0.99100	3.75781	2.51538		
05:04:58	2000	3000	3333	9955	1774	0.99100	3.75846	2.51291		
05:05:08	2000	3000	3333	9955	1774	0.99100	3.75888	2.51783		
05:05:18	2000	3000	3333	9955	1773	0.99100	3.75832	2.51059		
05:05:28	2000	3000	3333	9955	1773	0.99100	3.75837	2.51099		
05:05:38	2000	3000	3333	9955	1772	0.99100	3.75772	2.50859		
05:05:48	2000	3000	3333	9955	1772	0.99100	3.75865	2.51344		
05:05:58	2000	3000	3333	9955	1772	0.99100	3.75854	2.51058		
05:06:08	2000	3000	3333	9955	1772	0.99100	3.75841	2.50749		
05:06:18	2000	3000	3333	9955	1772	0.99100	3.75871	2.51787		
05:06:28	2000	3000	3333	9955	1773	0.99100	3.75780	2.51877		
05:06:38	2000	3000	3333	9955	1773	0.99100	3.75791	2.51121		
05:06:48	2000	3000	3333	9955	1773	0.99100	3.75796	2.50982		
05:06:58	2000	3000	3333	9955	1774	0.99100	3.75659	2.49433		
05:07:08	2000	3000	3333	9955	1774	0.99100	3.75671	2.51317		
05:07:18	2000	3000	3333	9955	1775	0.99100	3.75664	2.52419		
05:07:28	2000	3000	3333	9955	1775	0.99100	3.75690	2.52481		
05:07:38	2000	3000	3333	9955	1776	0.99100	3.75731	2.52597		
05:07:48	2000	3000	3333	9955	1777	0.99100	3.75718	2.54391		
05:07:58	2000	3000	3333	9955	1778	0.99100	3.75635	2.53167		
05:08:08	2000	3000	3333	9955	1778	0.99100	3.75646	2.54215		
05:08:18	2000	3000	3333	9955	1779	0.99100	3.75617	2.55570		
05:08:28	2000	3000	3333	9955	1780	0.99100	3.75585	2.55613		
05:08:38	2000	3000	3333	9955	1780	0.99100	3.75597	2.56074		
05:08:48	2000	3000	3333	9955	1781	0.99100	3.75710	2.56135		
05:08:58	2000	3000	3333	9955	1782	0.99100	3.75662	2.55748		
05:09:08	2000	3000	3333	9955	1783	0.99100	3.75640	2.55359		
05:09:18	2000	3000	3333	9955	1783	0.99100	3.75657	2.55447		
05:09:28	2000	3000	3333	9955	1784	0.99100	3.75532	2.53165		
05:09:38	2000	3000	3333	9955	1784	0.99100	3.75530	2.54161		
05:09:48	2000	3000	3333	9955	1785	0.99100	3.75558	2.51716		
05:09:58	2000	3000	3333	9955	1786	0.99100	3.75445	2.52909		
05:10:08	2000	3000	3333	9955	1786	0.99100	3.75455	2.52871		
05:10:18	2000	3000	3333	9955	1787	0.99100	3.75458	2.52956		
05:10:28	2000	3000	3333	9955	1787	0.99100	3.75469	2.53436		
05:10:38	2000	3000	3333	9955	1788	0.99100	3.75500	2.54378		
05:10:48	2000	3000	3333	9955	1788	0.99100	3.75533	2.55481		
05:10:58	2000	3000	3333	9955	1788	0.99100	3.75430	2.55476		
05:11:08	2000	3000	3333	9955	1788	0.99100	3.75541	2.55520		
05:11:18	2000	3000	3333	9955	1788	0.99100	3.75482	2.55772		
05:11:28	2000	3000	3333	9955	1788	0.99100	3.75450	2.54853		
05:11:38	2000	3000	3333	9955	1787	0.99100	3.75494	2.53587		
05:11:48	2000	3000	3333	9955	1787	0.99100	3.75449	2.53498		
05:11:58	2000	3000	3333	9955	1786	0.99100	3.75438	2.52936		
05:12:08	2000	3000	3333	9955	1786	0.99100	3.75533	2.52877		
05:12:18	2000	3000	3333	9955	1785	0.99100	3.75507	2.52901		
05:12:28	2000	3000	3333	9955	1785	0.99100	3.75264	2.53150		
05:12:38	2000	3000	3333	9955	1785	0.99100	3.75360	2.51929		
05:12:48	2000	3000	3333	9955	1785	0.99100	3.75320	2.52984		
05:12:59	2000	3000	3333	9955	1785	0.99100	3.75409	2.53277		
05:13:09	2000	3000	3333	9955	1786	0.99100	3.75383	2.54008		
05:13:19	2000	3000	3333	9955	1786	0.99100	3.75301	2.54795		
05:13:29	2000	3000	3333	9955	1786	0.99100	3.75378	2.55700		
05:13:39	2000	3000	3333	9955	1787	0.99100	3.75347	2.55850		
05:13:49	2000	3000	3333	9955	1786	0.99100	3.75352	2.55686		
05:13:59	2000	3000	3333	9955	1787	0.99100	3.75325	2.56316		
05:14:09	2000	3000	3333	9955	1787	0.99100	3.75401	2.56523		
05:14:19	2000	3000	3333	9955	1787	0.99100	3.75358	2.56024		
05:14:29	2000	3000	3333	9955	1787	0.99100	3.75345	2.55151		
05:14:39	2000	3000	3333	9955	1787	0.99100	3.75451	2.54830		
05:14:49	2000	3000	3333	9955	1787	0.99100	3.75394	2.54460		
05:14:59	2000	3000	3333	9955	1787	0.99100	3.75394	2.54934		
05:15:09	2000	3000	3333	9955	1787	0.99100	3.75326	2.55401		
05:15:19	2000	3000	3333	9955	1787	0.99100	3.75340	2.55123		
05:15:29	2000	3000	3333	9955	1788	0.99100	3.75241	2.54474		
05:15:39	2000	3000	3333	9955	1788	0.99100	3.75284	2.53422		
05:15:49	2000	3000	3333	9955	1788	0.99100	3.75236	2.52901		
05:15:59	2000	3000	3333	9955	1788	0.99100	3.75265	2.52421		
05:16:09	2000	3000	3333	9955	1788	0.99100	3.75178	2.51377		
05:16:19	2000	3000	3333	9955	1787	0.99100	3.75260	2.51150		
05:16:29	2000	3000	3333	9955	1787	0.99100	3.75221	2.51110		
05:16:39	2000	3000	3333	9955	1787	0.99100	3.75200	2.50281		
05:16:49	2000	3000	3333	9955	1788	0.99100	3.75292	2.50500		
05:16:59	2000	3000	3333	9955	1788	0.99100	3.75222	2.50076		
05:17:09	2000	3000	3333	9955	1789	0.99100	3.75200	2.50708		
05:17:19	2000	3000	3333	9955	1789	0.99100	3.75338	2.51061		
05:17:29	2000	3000	3333	9955	1789	0.99100	3.75264	2.49716		
05:17:39	2000	3000	3333	9955	1790	0.99100	3.75265	2.50243		
05:17:49	2000	3000	3333	9955	1790	0.99100	3.75251	2.50682		
05:17:59	2000	3000	3333	9955	1790	0.99100	3.75298	2.50562		
05:18:09	2000	3000	3333	9955	1790	0.99100	3.75289	2.50547		
05:18:19	2000	3000	3333	9955	1790	0.99100	3.75275	2.50524		
05:18:29	2000	3000	3333	9955	1790	0.99100	3.75174	2.50057		
05:18:39	2000	3000	3333	9955	1789	0.99100	3.75301	2.49428		
05:18:49	2000	3000	3333	9955	1789	0.99100	3.75274	2.50846		
05:18:59	2000	3000	3333	9955	1788	0.99100	3.75052	2.50600		
05:19:09	2000	3000	3333	9955	1788	0.99100	3.75143	2.50358		
05:19:19	2000	3000	3333	9955	1787	0.99100	3.75098	2.50462		
05:19:29	2000	3000	3333	9955	1786	0.99100	3.75121	2.49875		
05:19:39	2000	3000	3333	9955	1786	0.99100	3.75041	2.50126		
05:19:49	2000	3000	3333	9955	1786	0.99100	3.75144	2.49997		
05:19:59	2000	3000	3333	9955	1786	0.99100	3.75135	2.52980		
05:20:09	2000	3000	3333	9955	1786	0.99100	3.75060	2.53833		
05:20:19	2000	3000	3333	9955	1785	0.99100	3.75100	2.53279		
05:20:29	2000	3000	3333	9955	1785	0.99100	3.75158	2.54744		
05:20:39	2000	3000	3333	9955	1784	0.99100	3.75065	2.54164		
05:20:49	2000	3000	3333	9955	1784	0.99100	3.75135	2.52163		
05:20:59	2000	3000	3333	9955	1783	0.99100	3.75137	2.51126		
05:21:09	2000	3000	3333	9955	1782	0.99100	3.75190	2.50731		
05:21:19	2000	3000	3333	9955	1781	0.99100	3.75189	2.54163		
05:21:29	2000	3000	3333	9955	1781	0.99100	3.75150	2.53337		
05:21:39	2000	3000	3333	9955	1781	0.99100	3.75083	2.55157		
05:21:49	2000	3000	3333	9955	1780	0.99100	3.75103	2.55651		
05:21:59	2000	3000	3333	9955	1779	0.99100	3.74998	2.55457		
05:22:09	2000	3000	3333	9955	1778	0.99100	3.74972	2.54945		
05:22:19	2000	3000	3333	9955	1778	0.99100	3.75007	2.54558		
05:22:29	2000	3000	3333	9955	1777	0.99100	3.75006	2.53123		
05:22:39	2000	3000	3333	9955	1777	0.99100	3.75082	2.53017		
05:22:49	2000	3000	3333	9955	1777	0.99100	3.75154	2.51418		
05:22:59	2000	3000	3333	9955	1778	0.99100	3.75080	2.52171		
05:23:09	2000	3000	3333	9955	1778	0.99100	3.75075	2.50921		
05:23:19	2000	3000	3333	9955	1778	0.99100	3.75056	2.51847		
05:23:29	2000	3000	3333	9955	1779	0.99100	3.75004	2.50701		
05:23:39	2000	3000	3333	9955	1779	0.99100	3.75099	2.50428		
05:23:49	2000	3000	3333	9955	1780	0.99100	3.75113	2.50505		
05:23:59	2000	3000	3333	9955	1780	0.99100	3.74988	2.50309		
05:24:09	2000	3000	3333	9955	1781	0.99100	3.75064	2.49768		
05:24:19	2000	3000	3333	9955	1782	0.99100	3.75048	2.49987		
05:24:29	2000	3000	3333	9955	1784	0.99100	3.75049	2.51885		
05:24:39	2000	3000	3333	9955	1785	0.99100	3.75019	2.52081		
05:24:49	2000	3000	3333	9955	1786	0.99100	3.75108	2.54085		
05:24:59	2000	3000	3333	9955	1788	0.99100	3.75001	2.55988		
05:25:09	2000	3000	3333	9955	1789	0.99100	3.75100	2.56397		
05:25:19	2000	3000	3333	9955	1790	0.99100	3.74978	2.55529		
05:25:29	2000	3000	3333	9955	1791	0.99100	3.75112	2.55090		
05:25:39	2000	3000	3333	9955	1792	0.99100	3.75026	2.52833		
05:25:49	2000	3000	3333	9955	1792	0.99100	3.75050	2.54686		
05:25:59	2000	3000	3333	9955	1793	0.99100	3.75014	2.54678		
05:26:09	2000	3000	3333	9955	1793	0.99100	3.74921	2.54900		
05:26:19	2000	3000	3333	9955	1793	0.99100	3.74956	2.56008		
05:26:29	2000	3000	3333	9955	1794	0.99100	3.74908	2.54662		
05:26:39	2000	3000	3333	9955	1795	0.99100	3.74835	2.55115		
05:26:49	2000	3000	3333	9955	1797	0.99100	3.74887	2.55233		
05:26:59	2000	3000	3333	9955	1799	0.99100	3.74845	2.56601		
05:27:09	2000	3000	3333	9955	1802	0.99100	3.74852	2.57023		
05:27:19	2000	3000	3333	9955	1804	0.99100	3.74859	2.56143		
05:27:29	2000	3000	3333	9955	1807	0.99100	3.74855	2.57059		
05:27:39	2000	3000	3333	9955	1809	0.99100	3.74980	2.56649		
05:27:49	2000	3000	3333	9955	1812	0.99100	3.74922	2.57703		
05:27:59	2000	3000	3333	9955	1815	0.99100	3.74764	2.57272		
05:28:09	2000	3000	3333	9955	1818	0.99100	3.74791	2.54726		
05:28:19	2000	3000	3333	9955	1821	0.99100	3.74771	2.52601		
05:28:29	2000	3000	3333	9955	1823	0.99100	3.74783	2.54113		
05:28:39	2000	3000	3333	9955	1825	0.99100	3.74748	2.54314		
05:28:49	2000	3000	3333	9955	1828	0.99100	3.74803	2.54904		
05:28:59	2000	3000	3333	9955	1830	0.99100	3.74696	2.54813		
05:29:09	2000	3000	3333	9955	1832	0.99100	3.74638	2.55908		
05:29:19	2000	3000	3333	9955	1834	0.99100	3.74692	2.57709		
05:29:29	2000	3000	3333	9955	1836	0.99100	3.74684	2.57096		
